customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,sentiment_label
16204,male,60+,central,home & kitchen,online,nykaa,2,product stopped working after few days.,negative,24,yes,yes,0
16205,female,60+,south,books,online,flipkart,2,late delivery and poor packaging.,negative,12,yes,yes,0
16206,other,18-25,north,automobile,online,boat,1,late delivery and poor packaging.,negative,30,yes,yes,0
16207,male,60+,central,beauty,online,reliance digital,2,very disappointed with the quality.,negative,35,yes,yes,0
16208,other,60+,south,home & kitchen,online,bigbasket,1,product stopped working after few days.,negative,14,yes,yes,0
16209,male,60+,west,sports,online,facebook marketplace,4,very satisfied with the quality.,positive,45,yes,no,1
16210,other,36-45,north,sports,online,snapdeal,2,very disappointed with the quality.,negative,2,yes,yes,0
16211,female,26-35,north,home & kitchen,online,paytm mall,1,very disappointed with the quality.,negative,14,yes,yes,0
16212,male,46-60,west,beauty,online,amazon,4,great value for money.,positive,10,yes,no,1
16213,other,60+,central,sports,online,croma,2,customer service was unhelpful.,negative,17,yes,yes,0
16215,other,60+,central,fashion,online,jiomart,4,"amazing experience, highly recommend!",positive,70,no,no,1
16217,male,60+,central,electronics,online,reliance digital,1,late delivery and poor packaging.,negative,69,no,yes,0
16220,female,60+,north,sports,online,snapdeal,1,customer service was unhelpful.,negative,67,no,yes,0
16221,female,46-60,north,home & kitchen,online,ajio,4,very satisfied with the quality.,positive,69,no,no,1
16222,male,46-60,central,sports,online,paytm mall,4,fast delivery and great packaging.,positive,45,yes,no,1
16223,female,36-45,north,travel,online,bigbasket,4,excellent product! exceeded expectations.,positive,32,yes,no,1
16225,other,18-25,north,automobile,online,tata cliq,4,great value for money.,positive,10,yes,no,1
16226,other,26-35,west,home & kitchen,online,boat,1,customer service was unhelpful.,negative,19,yes,yes,0
16227,male,18-25,south,groceries,online,croma,1,product stopped working after few days.,negative,13,yes,yes,0
16229,other,36-45,west,fashion,online,myntra,4,fast delivery and great packaging.,positive,5,yes,no,1
16230,male,26-35,north,fashion,online,jiomart,1,customer service was unhelpful.,negative,49,no,yes,0
16231,other,36-45,south,electronics,online,others,4,fast delivery and great packaging.,positive,45,yes,no,1
16232,other,26-35,east,fashion,online,lenskart,4,"amazing experience, highly recommend!",positive,35,yes,no,1
16233,male,26-35,south,books,online,reliance digital,5,fast delivery and great packaging.,positive,15,yes,no,1
16234,female,36-45,south,sports,online,others,2,customer service was unhelpful.,negative,45,yes,yes,0
16235,other,26-35,north,fashion,online,boat,4,excellent product! exceeded expectations.,positive,39,yes,no,1
16236,female,60+,west,home & kitchen,online,shopclues,1,customer service was unhelpful.,negative,46,yes,yes,0
16237,male,60+,north,books,online,jiomart,4,very satisfied with the quality.,positive,20,yes,no,1
16238,female,60+,north,beauty,online,shopclues,1,very disappointed with the quality.,negative,32,yes,yes,0
16241,female,46-60,north,travel,online,lenskart,5,very satisfied with the quality.,positive,71,no,no,1
16242,female,26-35,south,groceries,online,bigbasket,4,"amazing experience, highly recommend!",positive,16,yes,no,1
16244,female,46-60,east,groceries,online,amazon,2,not worth the price.,negative,10,yes,yes,0
16245,other,18-25,north,automobile,online,jiomart,5,great value for money.,positive,4,yes,no,1
16246,other,46-60,north,sports,online,nykaa,2,not worth the price.,negative,10,yes,yes,0
16247,other,36-45,south,sports,online,paytm mall,5,fast delivery and great packaging.,positive,61,no,no,1
16249,other,46-60,north,books,online,nykaa,1,not worth the price.,negative,36,yes,yes,0
16250,other,36-45,east,groceries,online,croma,5,"amazing experience, highly recommend!",positive,16,yes,no,1
16251,male,36-45,east,home & kitchen,online,reliance digital,1,product stopped working after few days.,negative,43,yes,yes,0
16252,female,18-25,east,automobile,online,ajio,5,great value for money.,positive,4,yes,no,1
16253,female,60+,east,automobile,online,myntra,4,excellent product! exceeded expectations.,positive,22,yes,no,1
16254,female,18-25,central,automobile,online,myntra,5,great value for money.,positive,25,yes,no,1
16255,other,60+,south,travel,online,snapdeal,5,very satisfied with the quality.,positive,35,yes,no,1
16256,other,60+,south,home & kitchen,online,tata cliq,4,"amazing experience, highly recommend!",positive,10,yes,no,1
16257,male,46-60,east,fashion,online,others,1,customer service was unhelpful.,negative,35,yes,yes,0
16259,other,18-25,central,groceries,online,ajio,5,"amazing experience, highly recommend!",positive,69,no,no,1
16263,other,46-60,west,groceries,online,bigbasket,2,late delivery and poor packaging.,negative,9,yes,yes,0
16264,other,36-45,central,groceries,online,paytm mall,5,excellent product! exceeded expectations.,positive,12,yes,no,1
16265,male,26-35,east,electronics,online,ajio,1,very disappointed with the quality.,negative,11,yes,yes,0
16266,other,26-35,south,automobile,online,paytm mall,4,fast delivery and great packaging.,positive,2,yes,no,1
16267,male,18-25,west,books,online,myntra,1,product stopped working after few days.,negative,60,no,yes,0
16269,other,46-60,west,travel,online,croma,5,"amazing experience, highly recommend!",positive,11,yes,no,1
16270,male,26-35,west,fashion,online,flipkart,4,very satisfied with the quality.,positive,12,yes,no,1
16271,male,46-60,east,home & kitchen,online,jiomart,5,great value for money.,positive,68,no,no,1
16272,female,46-60,north,groceries,online,nykaa,5,very satisfied with the quality.,positive,8,yes,no,1
16274,female,18-25,east,travel,online,jiomart,1,not worth the price.,negative,15,yes,yes,0
16275,male,26-35,south,home & kitchen,online,shopclues,4,"amazing experience, highly recommend!",positive,49,no,no,1
16276,male,18-25,east,beauty,online,myntra,5,very satisfied with the quality.,positive,49,no,no,1
16277,female,60+,north,automobile,online,boat,4,great value for money.,positive,13,yes,no,1
16278,other,18-25,east,travel,online,others,2,customer service was unhelpful.,negative,2,yes,yes,0
16279,male,60+,east,automobile,online,nykaa,1,not worth the price.,negative,40,yes,yes,0
16280,male,36-45,south,automobile,online,others,2,product stopped working after few days.,negative,13,yes,yes,0
16281,male,18-25,west,travel,online,reliance digital,4,great value for money.,positive,27,yes,no,1
16282,male,60+,east,books,online,snapdeal,2,late delivery and poor packaging.,negative,39,yes,yes,0
16283,male,18-25,south,books,online,reliance digital,2,not worth the price.,negative,62,no,yes,0
16284,male,60+,west,automobile,online,others,2,late delivery and poor packaging.,negative,23,yes,yes,0
16285,female,18-25,north,home & kitchen,online,reliance digital,2,late delivery and poor packaging.,negative,6,yes,yes,0
16287,other,26-35,north,books,online,nykaa,4,fast delivery and great packaging.,positive,24,yes,no,1
16288,female,36-45,west,automobile,online,tata cliq,1,very disappointed with the quality.,negative,71,no,yes,0
16289,other,60+,north,sports,online,myntra,5,very satisfied with the quality.,positive,21,yes,no,1
16290,female,46-60,central,fashion,online,shopclues,1,product stopped working after few days.,negative,20,yes,yes,0
16291,female,26-35,north,travel,online,boat,4,"amazing experience, highly recommend!",positive,16,yes,no,1
16292,female,18-25,east,automobile,online,flipkart,2,very disappointed with the quality.,negative,62,no,yes,0
16294,male,60+,east,groceries,online,bigbasket,1,not worth the price.,negative,1,yes,yes,0
16295,other,36-45,south,electronics,online,bigbasket,1,product stopped working after few days.,negative,5,yes,yes,0
16296,male,46-60,south,automobile,online,zepto,4,"amazing experience, highly recommend!",positive,26,yes,no,1
16297,male,36-45,central,groceries,online,zepto,1,product stopped working after few days.,negative,42,yes,yes,0
16298,other,36-45,north,electronics,online,reliance digital,2,late delivery and poor packaging.,negative,20,yes,yes,0
16299,other,18-25,west,electronics,online,reliance digital,4,excellent product! exceeded expectations.,positive,48,no,no,1
16300,male,18-25,south,fashion,online,myntra,5,very satisfied with the quality.,positive,47,yes,no,1
16301,female,46-60,north,home & kitchen,online,zepto,5,excellent product! exceeded expectations.,positive,1,yes,no,1
16302,female,26-35,east,electronics,online,meesho,2,product stopped working after few days.,negative,70,no,yes,0
16305,other,46-60,west,electronics,online,swiggy instamart,1,not worth the price.,negative,16,yes,yes,0
16306,female,60+,south,fashion,online,myntra,5,very satisfied with the quality.,positive,37,yes,no,1
16307,female,46-60,west,groceries,online,shopclues,4,great value for money.,positive,23,yes,no,1
16308,other,46-60,west,electronics,online,swiggy instamart,1,customer service was unhelpful.,negative,51,no,yes,0
16309,male,60+,west,fashion,online,shopclues,1,very disappointed with the quality.,negative,65,no,yes,0
16310,female,36-45,north,books,online,meesho,4,excellent product! exceeded expectations.,positive,1,yes,no,1
16311,male,18-25,north,groceries,online,zepto,2,late delivery and poor packaging.,negative,59,no,yes,0
16314,other,46-60,south,sports,online,bigbasket,4,great value for money.,positive,8,yes,no,1
16315,female,26-35,east,fashion,online,croma,5,excellent product! exceeded expectations.,positive,50,no,no,1
16316,male,26-35,east,automobile,online,shopclues,5,great value for money.,positive,66,no,no,1
16317,other,60+,central,home & kitchen,online,others,2,late delivery and poor packaging.,negative,48,no,yes,0
16318,male,18-25,north,home & kitchen,online,snapdeal,1,late delivery and poor packaging.,negative,65,no,yes,0
16319,male,60+,west,home & kitchen,online,ajio,2,not worth the price.,negative,69,no,yes,0
16320,female,46-60,north,automobile,online,amazon,4,very satisfied with the quality.,positive,27,yes,no,1
16321,other,60+,central,sports,online,paytm mall,2,product stopped working after few days.,negative,69,no,yes,0
16322,female,26-35,east,beauty,online,shopclues,4,fast delivery and great packaging.,positive,1,yes,no,1
16323,female,46-60,south,groceries,online,jiomart,2,very disappointed with the quality.,negative,55,no,yes,0
16325,male,18-25,west,books,online,shopclues,1,not worth the price.,negative,18,yes,yes,0
16326,male,36-45,east,sports,online,meesho,1,not worth the price.,negative,58,no,yes,0
16327,male,60+,north,sports,online,bigbasket,5,excellent product! exceeded expectations.,positive,64,no,no,1
16328,male,26-35,south,travel,online,jiomart,1,customer service was unhelpful.,negative,25,yes,yes,0
16331,female,60+,east,travel,online,jiomart,4,fast delivery and great packaging.,positive,36,yes,no,1
16332,other,60+,north,electronics,online,snapdeal,4,excellent product! exceeded expectations.,positive,48,no,no,1
16335,female,60+,central,sports,online,jiomart,4,"amazing experience, highly recommend!",positive,47,yes,no,1
16336,other,60+,east,home & kitchen,online,meesho,1,product stopped working after few days.,negative,45,yes,yes,0
16337,other,46-60,south,groceries,online,croma,2,late delivery and poor packaging.,negative,51,no,yes,0
16338,male,26-35,east,groceries,online,croma,1,not worth the price.,negative,32,yes,yes,0
16339,male,36-45,central,home & kitchen,online,shopclues,2,customer service was unhelpful.,negative,39,yes,yes,0
16340,female,26-35,central,electronics,online,amazon,2,not worth the price.,negative,71,no,yes,0
16341,other,36-45,south,sports,online,amazon,1,customer service was unhelpful.,negative,37,yes,yes,0
16342,other,46-60,central,electronics,online,snapdeal,1,very disappointed with the quality.,negative,69,no,yes,0
16344,other,18-25,north,automobile,online,flipkart,1,product stopped working after few days.,negative,37,yes,yes,0
16345,male,46-60,central,travel,online,bigbasket,4,fast delivery and great packaging.,positive,5,yes,no,1
16346,female,60+,south,travel,online,tata cliq,4,great value for money.,positive,30,yes,no,1
16349,male,36-45,east,electronics,online,myntra,5,"amazing experience, highly recommend!",positive,28,yes,no,1
16350,male,36-45,south,books,online,lenskart,4,fast delivery and great packaging.,positive,24,yes,no,1
16351,other,36-45,central,travel,online,zepto,5,great value for money.,positive,24,yes,no,1
16352,other,46-60,east,fashion,online,bigbasket,2,not worth the price.,negative,52,no,yes,0
16354,female,60+,west,electronics,online,nykaa,1,product stopped working after few days.,negative,55,no,yes,0
16356,female,46-60,east,groceries,online,facebook marketplace,1,product stopped working after few days.,negative,12,yes,yes,0
16357,other,36-45,south,books,online,paytm mall,2,very disappointed with the quality.,negative,10,yes,yes,0
16358,female,36-45,north,fashion,online,boat,1,product stopped working after few days.,negative,64,no,yes,0
16359,male,60+,west,fashion,online,facebook marketplace,2,not worth the price.,negative,23,yes,yes,0
16360,female,26-35,south,sports,online,boat,5,excellent product! exceeded expectations.,positive,12,yes,no,1
16361,other,60+,east,automobile,online,paytm mall,4,fast delivery and great packaging.,positive,27,yes,no,1
16362,male,36-45,north,travel,online,tata cliq,5,great value for money.,positive,62,no,no,1
16363,other,18-25,west,books,online,swiggy instamart,5,excellent product! exceeded expectations.,positive,26,yes,no,1
16364,other,46-60,north,home & kitchen,online,snapdeal,1,very disappointed with the quality.,negative,30,yes,yes,0
16365,other,26-35,south,automobile,online,reliance digital,1,not worth the price.,negative,62,no,yes,0
16366,female,36-45,north,travel,online,lenskart,5,"amazing experience, highly recommend!",positive,17,yes,no,1
16367,male,60+,central,books,online,jiomart,5,fast delivery and great packaging.,positive,68,no,no,1
16368,male,46-60,west,beauty,online,lenskart,2,customer service was unhelpful.,negative,51,no,yes,0
16369,female,46-60,west,home & kitchen,online,meesho,2,not worth the price.,negative,4,yes,yes,0
16370,female,18-25,east,electronics,online,bigbasket,4,"amazing experience, highly recommend!",positive,61,no,no,1
16372,other,26-35,north,beauty,online,facebook marketplace,2,not worth the price.,negative,69,no,yes,0
16373,other,18-25,east,travel,online,others,2,product stopped working after few days.,negative,40,yes,yes,0
16374,female,60+,north,beauty,online,paytm mall,4,very satisfied with the quality.,positive,55,no,no,1
16375,other,18-25,west,automobile,online,tata cliq,5,"amazing experience, highly recommend!",positive,31,yes,no,1
16376,female,26-35,central,automobile,online,others,5,excellent product! exceeded expectations.,positive,69,no,no,1
16377,female,18-25,west,beauty,online,shopclues,4,"amazing experience, highly recommend!",positive,1,yes,no,1
16378,female,46-60,north,automobile,online,bigbasket,5,excellent product! exceeded expectations.,positive,28,yes,no,1
16379,female,60+,west,books,online,reliance digital,1,very disappointed with the quality.,negative,13,yes,yes,0
16380,other,36-45,south,sports,online,ajio,5,excellent product! exceeded expectations.,positive,65,no,no,1
16381,male,60+,south,automobile,online,flipkart,2,very disappointed with the quality.,negative,65,no,yes,0
16382,other,60+,east,automobile,online,amazon,2,very disappointed with the quality.,negative,34,yes,yes,0
16383,other,60+,east,travel,online,myntra,5,excellent product! exceeded expectations.,positive,51,no,no,1
16384,other,18-25,north,sports,online,ajio,4,fast delivery and great packaging.,positive,9,yes,no,1
16385,male,26-35,east,fashion,online,lenskart,1,customer service was unhelpful.,negative,36,yes,yes,0
16386,male,26-35,north,home & kitchen,online,amazon,2,late delivery and poor packaging.,negative,69,no,yes,0
16387,female,46-60,west,home & kitchen,online,lenskart,4,fast delivery and great packaging.,positive,12,yes,no,1
16388,other,60+,north,travel,online,reliance digital,1,not worth the price.,negative,11,yes,yes,0
16389,other,26-35,central,electronics,online,tata cliq,1,late delivery and poor packaging.,negative,71,no,yes,0
16390,other,46-60,central,fashion,online,nykaa,2,product stopped working after few days.,negative,7,yes,yes,0
16391,male,18-25,west,automobile,online,swiggy instamart,2,not worth the price.,negative,39,yes,yes,0
16392,female,36-45,west,sports,online,snapdeal,2,not worth the price.,negative,23,yes,yes,0
16393,other,46-60,east,electronics,online,reliance digital,4,"amazing experience, highly recommend!",positive,71,no,no,1
16396,male,36-45,central,electronics,online,myntra,4,very satisfied with the quality.,positive,23,yes,no,1
16397,female,46-60,north,books,online,swiggy instamart,5,great value for money.,positive,41,yes,no,1
16398,female,60+,east,beauty,online,boat,2,product stopped working after few days.,negative,43,yes,yes,0
16400,male,46-60,south,electronics,online,nykaa,5,great value for money.,positive,43,yes,no,1
16401,male,36-45,east,fashion,online,paytm mall,2,customer service was unhelpful.,negative,14,yes,yes,0
16402,male,60+,east,home & kitchen,online,bigbasket,1,customer service was unhelpful.,negative,54,no,yes,0
16403,male,60+,north,groceries,online,boat,4,excellent product! exceeded expectations.,positive,29,yes,no,1
16404,other,60+,east,sports,online,nykaa,5,"amazing experience, highly recommend!",positive,69,no,no,1
16405,other,60+,north,groceries,online,lenskart,4,"amazing experience, highly recommend!",positive,33,yes,no,1
16406,male,36-45,south,travel,online,myntra,4,excellent product! exceeded expectations.,positive,45,yes,no,1
16407,other,60+,south,fashion,online,others,1,late delivery and poor packaging.,negative,14,yes,yes,0
16408,female,46-60,west,home & kitchen,online,swiggy instamart,2,product stopped working after few days.,negative,18,yes,yes,0
16409,other,46-60,central,electronics,online,flipkart,2,late delivery and poor packaging.,negative,70,no,yes,0
16410,male,46-60,north,books,online,flipkart,4,great value for money.,positive,2,yes,no,1
16411,other,18-25,south,sports,online,jiomart,2,customer service was unhelpful.,negative,55,no,yes,0
16413,other,26-35,east,books,online,shopclues,1,not worth the price.,negative,6,yes,yes,0
16414,female,46-60,south,automobile,online,lenskart,1,very disappointed with the quality.,negative,26,yes,yes,0
16415,other,60+,east,groceries,online,reliance digital,2,not worth the price.,negative,5,yes,yes,0
16416,female,18-25,north,books,online,nykaa,5,very satisfied with the quality.,positive,26,yes,no,1
16417,other,26-35,central,home & kitchen,online,amazon,1,late delivery and poor packaging.,negative,13,yes,yes,0
16418,female,60+,central,sports,online,others,2,very disappointed with the quality.,negative,24,yes,yes,0
16420,other,46-60,east,groceries,online,reliance digital,5,very satisfied with the quality.,positive,31,yes,no,1
16421,other,36-45,west,sports,online,meesho,1,not worth the price.,negative,15,yes,yes,0
16422,female,60+,north,sports,online,paytm mall,4,fast delivery and great packaging.,positive,35,yes,no,1
16423,male,36-45,west,travel,online,myntra,4,excellent product! exceeded expectations.,positive,57,no,no,1
16424,other,36-45,west,automobile,online,paytm mall,4,very satisfied with the quality.,positive,48,no,no,1
16425,other,18-25,west,groceries,online,facebook marketplace,4,very satisfied with the quality.,positive,8,yes,no,1
16426,other,36-45,west,books,online,shopclues,1,late delivery and poor packaging.,negative,55,no,yes,0
16427,other,36-45,north,travel,online,nykaa,1,customer service was unhelpful.,negative,5,yes,yes,0
16428,female,46-60,east,beauty,online,croma,5,"amazing experience, highly recommend!",positive,33,yes,no,1
16429,male,46-60,east,home & kitchen,online,others,5,"amazing experience, highly recommend!",positive,69,no,no,1
16431,male,36-45,east,sports,online,zepto,2,very disappointed with the quality.,negative,60,no,yes,0
16432,male,18-25,west,groceries,online,swiggy instamart,5,"amazing experience, highly recommend!",positive,32,yes,no,1
16433,other,26-35,east,groceries,online,zepto,5,fast delivery and great packaging.,positive,63,no,no,1
16434,other,36-45,south,automobile,online,reliance digital,2,very disappointed with the quality.,negative,64,no,yes,0
16435,male,60+,west,sports,online,amazon,1,not worth the price.,negative,57,no,yes,0
16436,female,46-60,east,sports,online,zepto,4,very satisfied with the quality.,positive,65,no,no,1
16437,male,60+,north,books,online,paytm mall,5,fast delivery and great packaging.,positive,55,no,no,1
16438,female,60+,west,electronics,online,shopclues,2,late delivery and poor packaging.,negative,69,no,yes,0
16439,other,18-25,east,groceries,online,ajio,1,customer service was unhelpful.,negative,20,yes,yes,0
16440,other,18-25,central,beauty,online,bigbasket,4,fast delivery and great packaging.,positive,57,no,no,1
16441,other,36-45,south,home & kitchen,online,facebook marketplace,1,product stopped working after few days.,negative,43,yes,yes,0
16442,male,26-35,central,automobile,online,paytm mall,5,"amazing experience, highly recommend!",positive,50,no,no,1
16443,other,60+,east,home & kitchen,online,shopclues,2,late delivery and poor packaging.,negative,3,yes,yes,0
16444,other,36-45,central,automobile,online,others,2,product stopped working after few days.,negative,39,yes,yes,0
16445,female,18-25,north,groceries,online,swiggy instamart,5,great value for money.,positive,40,yes,no,1
16446,male,26-35,north,sports,online,bigbasket,2,very disappointed with the quality.,negative,24,yes,yes,0
16447,male,26-35,south,electronics,online,shopclues,1,very disappointed with the quality.,negative,29,yes,yes,0
16448,other,18-25,central,books,online,croma,4,"amazing experience, highly recommend!",positive,58,no,no,1
16451,female,60+,north,travel,online,bigbasket,1,product stopped working after few days.,negative,24,yes,yes,0
16452,male,46-60,south,fashion,online,boat,2,very disappointed with the quality.,negative,53,no,yes,0
16453,other,18-25,south,electronics,online,swiggy instamart,4,"amazing experience, highly recommend!",positive,64,no,no,1
16454,other,36-45,central,home & kitchen,online,facebook marketplace,5,"amazing experience, highly recommend!",positive,39,yes,no,1
16455,male,46-60,north,home & kitchen,online,flipkart,1,not worth the price.,negative,47,yes,yes,0
16456,male,26-35,central,travel,online,myntra,1,not worth the price.,negative,42,yes,yes,0
16457,male,36-45,south,electronics,online,croma,1,not worth the price.,negative,15,yes,yes,0
16458,other,60+,west,home & kitchen,online,facebook marketplace,5,great value for money.,positive,28,yes,no,1
16460,female,36-45,north,books,online,flipkart,1,not worth the price.,negative,41,yes,yes,0
16461,male,46-60,west,automobile,online,bigbasket,4,great value for money.,positive,58,no,no,1
16462,male,46-60,north,beauty,online,boat,4,great value for money.,positive,56,no,no,1
16463,female,60+,north,books,online,jiomart,1,late delivery and poor packaging.,negative,31,yes,yes,0
16464,male,26-35,central,groceries,online,bigbasket,2,customer service was unhelpful.,negative,35,yes,yes,0
16465,female,36-45,south,home & kitchen,online,zepto,2,very disappointed with the quality.,negative,31,yes,yes,0
16466,other,60+,central,automobile,online,flipkart,4,"amazing experience, highly recommend!",positive,58,no,no,1
16468,female,60+,south,automobile,online,snapdeal,4,excellent product! exceeded expectations.,positive,2,yes,no,1
16470,other,26-35,south,home & kitchen,online,others,2,not worth the price.,negative,57,no,yes,0
16471,male,26-35,central,travel,online,swiggy instamart,1,late delivery and poor packaging.,negative,62,no,yes,0
16472,male,46-60,west,electronics,online,nykaa,2,late delivery and poor packaging.,negative,64,no,yes,0
16474,other,46-60,north,books,online,ajio,4,great value for money.,positive,66,no,no,1
16475,male,36-45,south,books,online,others,5,very satisfied with the quality.,positive,17,yes,no,1
16476,female,36-45,east,automobile,online,snapdeal,1,very disappointed with the quality.,negative,33,yes,yes,0
16477,female,26-35,east,books,online,amazon,5,fast delivery and great packaging.,positive,8,yes,no,1
16478,other,46-60,central,fashion,online,paytm mall,2,customer service was unhelpful.,negative,32,yes,yes,0
16479,other,36-45,west,home & kitchen,online,jiomart,5,excellent product! exceeded expectations.,positive,40,yes,no,1
16480,female,26-35,south,electronics,online,ajio,1,not worth the price.,negative,27,yes,yes,0
16481,other,26-35,east,books,online,snapdeal,5,excellent product! exceeded expectations.,positive,63,no,no,1
16483,male,46-60,east,travel,online,others,4,excellent product! exceeded expectations.,positive,13,yes,no,1
16484,other,60+,east,sports,online,zepto,2,late delivery and poor packaging.,negative,63,no,yes,0
16485,male,26-35,west,sports,online,reliance digital,5,very satisfied with the quality.,positive,39,yes,no,1
16486,other,18-25,south,automobile,online,tata cliq,4,"amazing experience, highly recommend!",positive,18,yes,no,1
16487,male,60+,north,groceries,online,flipkart,2,product stopped working after few days.,negative,51,no,yes,0
16488,female,18-25,east,books,online,others,4,great value for money.,positive,11,yes,no,1
16489,male,60+,south,travel,online,paytm mall,1,late delivery and poor packaging.,negative,62,no,yes,0
16490,other,18-25,east,sports,online,tata cliq,2,product stopped working after few days.,negative,55,no,yes,0
16491,female,26-35,central,groceries,online,boat,1,not worth the price.,negative,18,yes,yes,0
16493,female,18-25,west,travel,online,myntra,4,"amazing experience, highly recommend!",positive,18,yes,no,1
16495,other,46-60,central,automobile,online,ajio,4,excellent product! exceeded expectations.,positive,37,yes,no,1
16496,male,18-25,central,sports,online,swiggy instamart,2,product stopped working after few days.,negative,60,no,yes,0
16497,female,18-25,west,groceries,online,others,4,fast delivery and great packaging.,positive,53,no,no,1
16498,female,46-60,north,travel,online,amazon,4,excellent product! exceeded expectations.,positive,19,yes,no,1
16499,male,60+,south,groceries,online,jiomart,5,very satisfied with the quality.,positive,24,yes,no,1
16500,male,46-60,central,electronics,online,myntra,2,product stopped working after few days.,negative,8,yes,yes,0
16501,female,60+,north,books,online,tata cliq,2,product stopped working after few days.,negative,55,no,yes,0
16503,male,46-60,west,electronics,online,lenskart,1,product stopped working after few days.,negative,21,yes,yes,0
16504,male,60+,south,home & kitchen,online,zepto,5,"amazing experience, highly recommend!",positive,10,yes,no,1
16506,other,18-25,north,automobile,online,swiggy instamart,4,great value for money.,positive,42,yes,no,1
16507,female,26-35,south,beauty,online,swiggy instamart,2,not worth the price.,negative,6,yes,yes,0
16508,other,46-60,south,automobile,online,paytm mall,2,very disappointed with the quality.,negative,64,no,yes,0
16511,other,36-45,east,fashion,online,paytm mall,4,excellent product! exceeded expectations.,positive,64,no,no,1
16512,male,26-35,central,automobile,online,meesho,5,excellent product! exceeded expectations.,positive,17,yes,no,1
16513,female,46-60,east,groceries,online,boat,4,fast delivery and great packaging.,positive,18,yes,no,1
16514,other,60+,west,sports,online,reliance digital,4,fast delivery and great packaging.,positive,43,yes,no,1
16515,female,26-35,north,beauty,online,nykaa,1,very disappointed with the quality.,negative,25,yes,yes,0
16517,female,36-45,south,electronics,online,zepto,1,product stopped working after few days.,negative,50,no,yes,0
16519,male,36-45,central,travel,online,jiomart,5,great value for money.,positive,68,no,no,1
16520,female,18-25,east,automobile,online,meesho,4,"amazing experience, highly recommend!",positive,65,no,no,1
16521,female,36-45,east,travel,online,others,2,product stopped working after few days.,negative,25,yes,yes,0
16522,female,18-25,central,fashion,online,reliance digital,1,very disappointed with the quality.,negative,61,no,yes,0
16523,male,36-45,central,travel,online,others,2,customer service was unhelpful.,negative,48,no,yes,0
16524,male,60+,west,travel,online,zepto,4,very satisfied with the quality.,positive,55,no,no,1
16525,other,18-25,east,travel,online,amazon,2,customer service was unhelpful.,negative,71,no,yes,0
16528,other,60+,north,books,online,croma,1,customer service was unhelpful.,negative,53,no,yes,0
16529,other,60+,central,electronics,online,nykaa,4,great value for money.,positive,69,no,no,1
16530,female,18-25,north,automobile,online,nykaa,5,"amazing experience, highly recommend!",positive,46,yes,no,1
16533,female,36-45,east,fashion,online,flipkart,4,"amazing experience, highly recommend!",positive,36,yes,no,1
16534,other,60+,north,sports,online,amazon,4,fast delivery and great packaging.,positive,4,yes,no,1
16535,other,18-25,east,fashion,online,flipkart,2,customer service was unhelpful.,negative,35,yes,yes,0
16538,other,18-25,central,beauty,online,snapdeal,5,"amazing experience, highly recommend!",positive,17,yes,no,1
16539,other,60+,east,books,online,myntra,5,excellent product! exceeded expectations.,positive,60,no,no,1
16541,other,26-35,north,fashion,online,ajio,5,excellent product! exceeded expectations.,positive,31,yes,no,1
16542,female,18-25,central,home & kitchen,online,jiomart,4,"amazing experience, highly recommend!",positive,16,yes,no,1
16545,male,46-60,east,groceries,online,meesho,4,very satisfied with the quality.,positive,57,no,no,1
16546,other,60+,south,sports,online,swiggy instamart,5,excellent product! exceeded expectations.,positive,42,yes,no,1
16547,other,36-45,south,sports,online,facebook marketplace,1,very disappointed with the quality.,negative,43,yes,yes,0
16548,other,60+,north,books,online,reliance digital,4,great value for money.,positive,54,no,no,1
16549,other,60+,central,groceries,online,others,5,excellent product! exceeded expectations.,positive,45,yes,no,1
16550,male,46-60,east,books,online,lenskart,5,"amazing experience, highly recommend!",positive,40,yes,no,1
16551,female,18-25,south,automobile,online,nykaa,1,not worth the price.,negative,37,yes,yes,0
16554,female,36-45,east,electronics,online,others,2,not worth the price.,negative,33,yes,yes,0
16556,other,46-60,central,automobile,online,nykaa,5,excellent product! exceeded expectations.,positive,66,no,no,1
16557,other,36-45,west,fashion,online,snapdeal,1,very disappointed with the quality.,negative,54,no,yes,0
16558,other,26-35,west,travel,online,tata cliq,4,"amazing experience, highly recommend!",positive,55,no,no,1
16559,other,46-60,south,home & kitchen,online,others,2,very disappointed with the quality.,negative,16,yes,yes,0
16560,male,46-60,east,automobile,online,bigbasket,4,excellent product! exceeded expectations.,positive,32,yes,no,1
16561,female,18-25,central,home & kitchen,online,lenskart,4,fast delivery and great packaging.,positive,6,yes,no,1
16562,female,46-60,north,fashion,online,jiomart,4,excellent product! exceeded expectations.,positive,13,yes,no,1
16563,male,18-25,west,home & kitchen,online,croma,1,product stopped working after few days.,negative,38,yes,yes,0
16565,female,18-25,west,beauty,online,amazon,4,fast delivery and great packaging.,positive,64,no,no,1
16566,female,60+,east,beauty,online,paytm mall,4,excellent product! exceeded expectations.,positive,32,yes,no,1
16567,male,46-60,west,sports,online,snapdeal,2,very disappointed with the quality.,negative,49,no,yes,0
16568,female,36-45,south,sports,online,ajio,5,great value for money.,positive,16,yes,no,1
16569,female,36-45,central,automobile,online,snapdeal,2,not worth the price.,negative,28,yes,yes,0
