id_cliente,calificacion,texto_de_review,opinion
12328,5,very satisfied with the quality.,1
12329,1,customer service was unhelpful.,0
12330,2,very disappointed with the quality.,0
12331,4,"amazing experience, highly recommend!",1
12332,3,neutral about the quality.,0
12333,3,"product is okay, nothing special.",0
12334,3,average experience overall.,0
12335,3,neutral about the quality.,0
12336,4,fast delivery and great packaging.,1
12337,3,works fine but could be better.,0
12338,2,customer service was unhelpful.,0
12339,5,very satisfied with the quality.,1
12340,1,customer service was unhelpful.,0
12341,5,"amazing experience, highly recommend!",1
12342,3,"product is okay, nothing special.",0
12343,3,neutral about the quality.,0
12344,4,very satisfied with the quality.,1
12345,5,great value for money.,1
12346,4,great value for money.,1
12347,1,very disappointed with the quality.,0
12348,4,great value for money.,1
12349,4,very satisfied with the quality.,1
12350,4,"amazing experience, highly recommend!",1
12351,2,late delivery and poor packaging.,0
12352,1,customer service was unhelpful.,0
12353,1,customer service was unhelpful.,0
12354,4,very satisfied with the quality.,1
12355,5,fast delivery and great packaging.,1
12356,3,works fine but could be better.,0
12357,5,excellent product! exceeded expectations.,1
12358,1,customer service was unhelpful.,0
12359,5,fast delivery and great packaging.,1
12360,2,not worth the price.,0
12361,2,not worth the price.,0
12362,2,late delivery and poor packaging.,0
12363,2,very disappointed with the quality.,0
12364,1,very disappointed with the quality.,0
12365,3,"product is okay, nothing special.",0
12366,1,product stopped working after few days.,0
12367,1,customer service was unhelpful.,0
12368,5,"amazing experience, highly recommend!",1
12369,1,late delivery and poor packaging.,0
12370,3,"delivery was fine, product is decent.",0
12371,3,"product is okay, nothing special.",0
12372,3,average experience overall.,0
12373,3,"product is okay, nothing special.",0
12374,5,fast delivery and great packaging.,1
12375,2,not worth the price.,0
12376,2,not worth the price.,0
12377,1,customer service was unhelpful.,0
12378,2,customer service was unhelpful.,0
12379,5,very satisfied with the quality.,1
12380,2,very disappointed with the quality.,0
12381,1,very disappointed with the quality.,0
12382,1,not worth the price.,0
12383,5,very satisfied with the quality.,1
12384,1,not worth the price.,0
12385,2,customer service was unhelpful.,0
12386,5,"amazing experience, highly recommend!",1
12387,5,very satisfied with the quality.,1
12388,3,neutral about the quality.,0
12389,2,customer service was unhelpful.,0
12390,3,"delivery was fine, product is decent.",0
12391,5,"amazing experience, highly recommend!",1
12392,2,very disappointed with the quality.,0
12393,4,great value for money.,1
12394,3,neutral about the quality.,0
12395,4,fast delivery and great packaging.,1
12396,4,excellent product! exceeded expectations.,1
12397,3,"delivery was fine, product is decent.",0
12398,3,"delivery was fine, product is decent.",0
12399,5,excellent product! exceeded expectations.,1
12400,2,product stopped working after few days.,0
12401,4,fast delivery and great packaging.,1
12402,2,not worth the price.,0
12403,4,"amazing experience, highly recommend!",1
12404,2,not worth the price.,0
12405,3,"product is okay, nothing special.",0
12406,3,works fine but could be better.,0
12407,1,customer service was unhelpful.,0
12408,1,very disappointed with the quality.,0
12409,2,very disappointed with the quality.,0
12410,1,customer service was unhelpful.,0
12411,2,customer service was unhelpful.,0
12412,3,works fine but could be better.,0
12413,2,late delivery and poor packaging.,0
12414,5,"amazing experience, highly recommend!",1
12415,3,"delivery was fine, product is decent.",0
12416,2,not worth the price.,0
12417,1,customer service was unhelpful.,0
12418,1,customer service was unhelpful.,0
12419,5,great value for money.,1
12420,4,excellent product! exceeded expectations.,1
12421,5,excellent product! exceeded expectations.,1
12422,1,not worth the price.,0
12423,2,product stopped working after few days.,0
12424,2,not worth the price.,0
12425,1,late delivery and poor packaging.,0
12426,3,average experience overall.,0
12427,5,very satisfied with the quality.,1
12428,4,very satisfied with the quality.,1
12429,2,product stopped working after few days.,0
12430,4,very satisfied with the quality.,1
12431,2,very disappointed with the quality.,0
12432,3,"delivery was fine, product is decent.",0
12433,4,very satisfied with the quality.,1
12434,5,excellent product! exceeded expectations.,1
12435,4,"amazing experience, highly recommend!",1
12436,2,not worth the price.,0
12437,2,customer service was unhelpful.,0
12438,3,works fine but could be better.,0
12439,5,fast delivery and great packaging.,1
12440,2,very disappointed with the quality.,0
12441,3,"product is okay, nothing special.",0
12442,4,very satisfied with the quality.,1
12443,3,"product is okay, nothing special.",0
12444,3,average experience overall.,0
12445,2,not worth the price.,0
12446,5,excellent product! exceeded expectations.,1
12447,5,very satisfied with the quality.,1
12448,5,great value for money.,1
12449,1,very disappointed with the quality.,0
12450,2,very disappointed with the quality.,0
12451,2,very disappointed with the quality.,0
12452,1,not worth the price.,0
12453,3,works fine but could be better.,0
12454,3,neutral about the quality.,0
12455,4,very satisfied with the quality.,1
12456,2,customer service was unhelpful.,0
12457,3,average experience overall.,0
12458,2,customer service was unhelpful.,0
12459,1,very disappointed with the quality.,0
12460,3,average experience overall.,0
12461,2,late delivery and poor packaging.,0
12462,5,great value for money.,1
12463,3,average experience overall.,0
12464,4,excellent product! exceeded expectations.,1
12465,2,very disappointed with the quality.,0
12466,3,neutral about the quality.,0
12467,2,late delivery and poor packaging.,0
12468,4,great value for money.,1
12469,5,very satisfied with the quality.,1
12470,2,product stopped working after few days.,0
12471,3,"delivery was fine, product is decent.",0
12472,3,average experience overall.,0
12473,2,product stopped working after few days.,0
12474,1,not worth the price.,0
12475,4,great value for money.,1
12476,1,late delivery and poor packaging.,0
12477,1,very disappointed with the quality.,0
12478,1,late delivery and poor packaging.,0
12479,3,"product is okay, nothing special.",0
12480,4,very satisfied with the quality.,1
12481,5,fast delivery and great packaging.,1
12482,5,very satisfied with the quality.,1
12483,5,excellent product! exceeded expectations.,1
12484,4,great value for money.,1
12485,3,average experience overall.,0
12486,1,late delivery and poor packaging.,0
12487,3,neutral about the quality.,0
12488,4,excellent product! exceeded expectations.,1
12489,4,great value for money.,1
12490,2,product stopped working after few days.,0
12491,2,very disappointed with the quality.,0
12492,5,very satisfied with the quality.,1
12493,5,very satisfied with the quality.,1
12494,4,"amazing experience, highly recommend!",1
12495,2,customer service was unhelpful.,0
12496,2,late delivery and poor packaging.,0
12497,3,average experience overall.,0
12498,3,neutral about the quality.,0
12499,4,great value for money.,1
12500,4,very satisfied with the quality.,1
12501,1,customer service was unhelpful.,0
12502,5,excellent product! exceeded expectations.,1
12503,3,average experience overall.,0
12504,2,very disappointed with the quality.,0
12505,3,neutral about the quality.,0
12506,4,"amazing experience, highly recommend!",1
12507,2,product stopped working after few days.,0
12508,4,excellent product! exceeded expectations.,1
12509,4,"amazing experience, highly recommend!",1
12510,2,very disappointed with the quality.,0
12511,3,average experience overall.,0
12512,2,product stopped working after few days.,0
12513,4,great value for money.,1
12514,2,not worth the price.,0
12515,2,product stopped working after few days.,0
12516,1,very disappointed with the quality.,0
12517,2,not worth the price.,0
12518,2,product stopped working after few days.,0
12519,2,product stopped working after few days.,0
12520,1,late delivery and poor packaging.,0
12521,4,excellent product! exceeded expectations.,1
12522,2,not worth the price.,0
12523,2,late delivery and poor packaging.,0
12524,2,customer service was unhelpful.,0
12525,5,excellent product! exceeded expectations.,1
12526,3,"product is okay, nothing special.",0
12527,5,excellent product! exceeded expectations.,1
12528,3,"delivery was fine, product is decent.",0
12529,4,fast delivery and great packaging.,1
12530,2,not worth the price.,0
12531,3,"delivery was fine, product is decent.",0
12532,1,product stopped working after few days.,0
12533,2,not worth the price.,0
12534,3,works fine but could be better.,0
12535,2,product stopped working after few days.,0
12536,5,fast delivery and great packaging.,1
12537,3,"product is okay, nothing special.",0
12538,4,excellent product! exceeded expectations.,1
12539,1,late delivery and poor packaging.,0
12540,3,"delivery was fine, product is decent.",0
12541,1,product stopped working after few days.,0
12542,2,product stopped working after few days.,0
12543,1,very disappointed with the quality.,0
12544,3,neutral about the quality.,0
12545,4,excellent product! exceeded expectations.,1
12546,4,great value for money.,1
12547,5,fast delivery and great packaging.,1
12548,2,very disappointed with the quality.,0
12549,4,very satisfied with the quality.,1
12550,5,great value for money.,1
12551,3,"delivery was fine, product is decent.",0
12552,1,very disappointed with the quality.,0
12553,4,very satisfied with the quality.,1
12554,2,customer service was unhelpful.,0
12555,1,very disappointed with the quality.,0
12556,5,great value for money.,1
12557,3,average experience overall.,0
12558,5,excellent product! exceeded expectations.,1
12559,2,late delivery and poor packaging.,0
12560,1,late delivery and poor packaging.,0
12561,3,"delivery was fine, product is decent.",0
12562,2,product stopped working after few days.,0
12563,4,excellent product! exceeded expectations.,1
12564,4,very satisfied with the quality.,1
12565,5,great value for money.,1
12566,3,"product is okay, nothing special.",0
12567,4,excellent product! exceeded expectations.,1
12568,5,fast delivery and great packaging.,1
12569,5,fast delivery and great packaging.,1
12570,4,very satisfied with the quality.,1
12571,4,excellent product! exceeded expectations.,1
12572,4,excellent product! exceeded expectations.,1
12573,5,excellent product! exceeded expectations.,1
12574,4,great value for money.,1
12575,4,very satisfied with the quality.,1
12576,5,great value for money.,1
12577,4,great value for money.,1
12578,3,"product is okay, nothing special.",0
12579,3,neutral about the quality.,0
12580,1,not worth the price.,0
12581,3,average experience overall.,0
12582,4,"amazing experience, highly recommend!",1
12583,2,customer service was unhelpful.,0
12584,3,"delivery was fine, product is decent.",0
12585,3,neutral about the quality.,0
12586,5,excellent product! exceeded expectations.,1
12587,2,product stopped working after few days.,0
12588,3,works fine but could be better.,0
12589,2,not worth the price.,0
12590,1,very disappointed with the quality.,0
12591,3,neutral about the quality.,0
12592,4,"amazing experience, highly recommend!",1
12593,3,"product is okay, nothing special.",0
12594,5,very satisfied with the quality.,1
12595,4,"amazing experience, highly recommend!",1
12596,1,product stopped working after few days.,0
12597,3,"delivery was fine, product is decent.",0
12598,1,product stopped working after few days.,0
12599,1,customer service was unhelpful.,0
12600,2,very disappointed with the quality.,0
12601,4,fast delivery and great packaging.,1
12602,1,customer service was unhelpful.,0
12603,5,excellent product! exceeded expectations.,1
12604,3,neutral about the quality.,0
12605,2,not worth the price.,0
12606,1,very disappointed with the quality.,0
12607,2,very disappointed with the quality.,0
12608,5,fast delivery and great packaging.,1
12609,3,average experience overall.,0
12610,1,not worth the price.,0
12611,5,fast delivery and great packaging.,1
12612,1,very disappointed with the quality.,0
12613,3,"product is okay, nothing special.",0
12614,2,very disappointed with the quality.,0
12615,3,"delivery was fine, product is decent.",0
12616,3,works fine but could be better.,0
12617,3,"product is okay, nothing special.",0
12618,5,excellent product! exceeded expectations.,1
12619,1,not worth the price.,0
12620,4,excellent product! exceeded expectations.,1
12621,4,"amazing experience, highly recommend!",1
12622,5,great value for money.,1
12623,5,great value for money.,1
12624,2,not worth the price.,0
12625,3,average experience overall.,0
12626,1,customer service was unhelpful.,0
12627,5,"amazing experience, highly recommend!",1
12628,5,great value for money.,1
12629,5,"amazing experience, highly recommend!",1
12630,3,"product is okay, nothing special.",0
12631,5,great value for money.,1
12632,3,"delivery was fine, product is decent.",0
12633,1,very disappointed with the quality.,0
12634,3,"delivery was fine, product is decent.",0
12635,1,very disappointed with the quality.,0
12636,1,product stopped working after few days.,0
12637,3,average experience overall.,0
12638,2,very disappointed with the quality.,0
12639,1,product stopped working after few days.,0
12640,2,late delivery and poor packaging.,0
12641,3,neutral about the quality.,0
12642,2,very disappointed with the quality.,0
12643,3,"product is okay, nothing special.",0
12644,2,very disappointed with the quality.,0
12645,2,late delivery and poor packaging.,0
12646,3,"delivery was fine, product is decent.",0
12647,1,customer service was unhelpful.,0
12648,4,very satisfied with the quality.,1
12649,2,late delivery and poor packaging.,0
12650,5,great value for money.,1
12651,2,late delivery and poor packaging.,0
12652,1,late delivery and poor packaging.,0
12653,3,"product is okay, nothing special.",0
12654,5,excellent product! exceeded expectations.,1
12655,3,works fine but could be better.,0
12656,2,customer service was unhelpful.,0
12657,5,very satisfied with the quality.,1
12658,3,average experience overall.,0
12659,3,"delivery was fine, product is decent.",0
12660,1,product stopped working after few days.,0
12661,4,very satisfied with the quality.,1
12662,1,very disappointed with the quality.,0
12663,4,"amazing experience, highly recommend!",1
12664,5,great value for money.,1
12665,3,average experience overall.,0
12666,3,works fine but could be better.,0
12667,5,"amazing experience, highly recommend!",1
12668,2,not worth the price.,0
12669,1,very disappointed with the quality.,0
12670,5,great value for money.,1
12671,2,very disappointed with the quality.,0
12672,5,excellent product! exceeded expectations.,1
12673,1,customer service was unhelpful.,0
12674,2,product stopped working after few days.,0
12675,5,excellent product! exceeded expectations.,1
12676,2,product stopped working after few days.,0
12677,2,late delivery and poor packaging.,0
12678,2,not worth the price.,0
12679,4,very satisfied with the quality.,1
12680,4,excellent product! exceeded expectations.,1
12681,4,very satisfied with the quality.,1
12682,2,very disappointed with the quality.,0
12683,4,great value for money.,1
12684,3,average experience overall.,0
12685,2,late delivery and poor packaging.,0
12686,5,"amazing experience, highly recommend!",1
12687,5,very satisfied with the quality.,1
12688,5,"amazing experience, highly recommend!",1
12689,3,"delivery was fine, product is decent.",0
12690,3,average experience overall.,0
12691,1,not worth the price.,0
12692,5,great value for money.,1
12693,2,customer service was unhelpful.,0
12694,2,late delivery and poor packaging.,0
12695,2,customer service was unhelpful.,0
12696,3,"delivery was fine, product is decent.",0
12697,2,late delivery and poor packaging.,0
12698,2,product stopped working after few days.,0
12699,2,product stopped working after few days.,0
12700,2,customer service was unhelpful.,0
12701,4,very satisfied with the quality.,1
12702,4,excellent product! exceeded expectations.,1
12703,1,late delivery and poor packaging.,0
12704,4,fast delivery and great packaging.,1
12705,4,great value for money.,1
12706,3,"delivery was fine, product is decent.",0
12707,3,"product is okay, nothing special.",0
12708,4,excellent product! exceeded expectations.,1
12709,1,not worth the price.,0
12710,2,very disappointed with the quality.,0
12711,3,"delivery was fine, product is decent.",0
12712,5,fast delivery and great packaging.,1
12713,2,not worth the price.,0
12714,4,great value for money.,1
12715,5,"amazing experience, highly recommend!",1
12716,5,very satisfied with the quality.,1
12717,4,very satisfied with the quality.,1
12718,4,excellent product! exceeded expectations.,1
12719,4,very satisfied with the quality.,1
12720,3,works fine but could be better.,0
12721,5,fast delivery and great packaging.,1
12722,4,excellent product! exceeded expectations.,1
12723,5,excellent product! exceeded expectations.,1
12724,1,product stopped working after few days.,0
12725,1,customer service was unhelpful.,0
12726,2,product stopped working after few days.,0
12727,1,product stopped working after few days.,0
12728,3,works fine but could be better.,0
12729,5,great value for money.,1
12730,1,not worth the price.,0
12731,5,great value for money.,1
12732,5,very satisfied with the quality.,1
12733,1,not worth the price.,0
12734,2,late delivery and poor packaging.,0
12735,3,"product is okay, nothing special.",0
12736,5,excellent product! exceeded expectations.,1
12737,3,"delivery was fine, product is decent.",0
12738,5,fast delivery and great packaging.,1
12739,3,average experience overall.,0
12740,2,very disappointed with the quality.,0
12741,4,very satisfied with the quality.,1
12742,1,not worth the price.,0
12743,3,"product is okay, nothing special.",0
12744,1,customer service was unhelpful.,0
12745,1,very disappointed with the quality.,0
12746,1,not worth the price.,0
12747,1,very disappointed with the quality.,0
12748,2,not worth the price.,0
12749,5,excellent product! exceeded expectations.,1
12750,1,not worth the price.,0
12751,5,great value for money.,1
12752,3,"delivery was fine, product is decent.",0
12753,5,very satisfied with the quality.,1
12754,3,"product is okay, nothing special.",0
12755,4,very satisfied with the quality.,1
12756,4,fast delivery and great packaging.,1
12757,4,fast delivery and great packaging.,1
12758,5,fast delivery and great packaging.,1
12759,5,excellent product! exceeded expectations.,1
12760,1,not worth the price.,0
12761,2,product stopped working after few days.,0
12762,5,excellent product! exceeded expectations.,1
12763,4,fast delivery and great packaging.,1
12764,3,average experience overall.,0
12765,3,works fine but could be better.,0
12766,4,great value for money.,1
12767,4,fast delivery and great packaging.,1
12768,2,very disappointed with the quality.,0
12769,5,excellent product! exceeded expectations.,1
12770,3,"delivery was fine, product is decent.",0
12771,4,great value for money.,1
12772,2,product stopped working after few days.,0
12773,5,very satisfied with the quality.,1
12774,3,works fine but could be better.,0
12775,3,"product is okay, nothing special.",0
12776,2,not worth the price.,0
12777,3,works fine but could be better.,0
12778,1,not worth the price.,0
12779,1,product stopped working after few days.,0
12780,2,very disappointed with the quality.,0
12781,4,"amazing experience, highly recommend!",1
12782,4,fast delivery and great packaging.,1
12783,4,fast delivery and great packaging.,1
12784,2,product stopped working after few days.,0
12785,1,product stopped working after few days.,0
12786,4,great value for money.,1
12787,4,great value for money.,1
12788,3,"delivery was fine, product is decent.",0
12789,3,average experience overall.,0
12790,5,"amazing experience, highly recommend!",1
12791,4,very satisfied with the quality.,1
12792,2,very disappointed with the quality.,0
12793,2,not worth the price.,0
12794,5,fast delivery and great packaging.,1
12795,3,works fine but could be better.,0
12796,1,late delivery and poor packaging.,0
12797,1,late delivery and poor packaging.,0
12798,1,customer service was unhelpful.,0
12799,1,not worth the price.,0
12800,2,not worth the price.,0
12801,2,very disappointed with the quality.,0
12802,5,very satisfied with the quality.,1
12803,4,"amazing experience, highly recommend!",1
12804,4,"amazing experience, highly recommend!",1
12805,5,fast delivery and great packaging.,1
12806,2,customer service was unhelpful.,0
12807,5,very satisfied with the quality.,1
12808,1,very disappointed with the quality.,0
12809,1,late delivery and poor packaging.,0
12810,5,fast delivery and great packaging.,1
12811,3,"delivery was fine, product is decent.",0
12812,5,"amazing experience, highly recommend!",1
12813,1,customer service was unhelpful.,0
12814,2,product stopped working after few days.,0
12815,5,excellent product! exceeded expectations.,1
12816,1,late delivery and poor packaging.,0
12817,5,fast delivery and great packaging.,1
12818,5,great value for money.,1
12819,2,very disappointed with the quality.,0
12820,2,very disappointed with the quality.,0
12821,2,customer service was unhelpful.,0
12822,2,late delivery and poor packaging.,0
12823,5,great value for money.,1
12824,5,fast delivery and great packaging.,1
12825,4,great value for money.,1
12826,4,"amazing experience, highly recommend!",1
12827,1,not worth the price.,0
12828,1,product stopped working after few days.,0
12829,2,product stopped working after few days.,0
12830,3,neutral about the quality.,0
12831,2,customer service was unhelpful.,0
12832,3,average experience overall.,0
12833,3,average experience overall.,0
12834,2,customer service was unhelpful.,0
12835,4,fast delivery and great packaging.,1
12836,4,very satisfied with the quality.,1
12837,2,late delivery and poor packaging.,0
12838,1,not worth the price.,0
12839,5,great value for money.,1
12840,3,works fine but could be better.,0
12841,2,customer service was unhelpful.,0
12842,3,neutral about the quality.,0
12843,4,fast delivery and great packaging.,1
12844,4,great value for money.,1
12845,5,excellent product! exceeded expectations.,1
12846,1,not worth the price.,0
12847,4,fast delivery and great packaging.,1
12848,5,fast delivery and great packaging.,1
12849,4,"amazing experience, highly recommend!",1
12850,3,average experience overall.,0
12851,2,late delivery and poor packaging.,0
12852,5,fast delivery and great packaging.,1
12853,4,very satisfied with the quality.,1
12854,2,late delivery and poor packaging.,0
12855,5,great value for money.,1
12856,5,"amazing experience, highly recommend!",1
12857,3,works fine but could be better.,0
12858,1,late delivery and poor packaging.,0
12859,2,not worth the price.,0
12860,5,excellent product! exceeded expectations.,1
12861,5,very satisfied with the quality.,1
12862,4,fast delivery and great packaging.,1
12863,1,product stopped working after few days.,0
12864,3,neutral about the quality.,0
12865,4,excellent product! exceeded expectations.,1
12866,1,very disappointed with the quality.,0
12867,3,"product is okay, nothing special.",0
12868,5,great value for money.,1
12869,5,excellent product! exceeded expectations.,1
12870,3,"product is okay, nothing special.",0
12871,4,"amazing experience, highly recommend!",1
12872,4,"amazing experience, highly recommend!",1
12873,3,neutral about the quality.,0
12874,3,"delivery was fine, product is decent.",0
12875,4,excellent product! exceeded expectations.,1
12876,2,customer service was unhelpful.,0
12877,5,very satisfied with the quality.,1
12878,1,very disappointed with the quality.,0
12879,2,product stopped working after few days.,0
12880,5,fast delivery and great packaging.,1
12881,4,fast delivery and great packaging.,1
12882,2,very disappointed with the quality.,0
12883,1,very disappointed with the quality.,0
12884,3,average experience overall.,0
12885,5,great value for money.,1
12886,3,works fine but could be better.,0
12887,1,late delivery and poor packaging.,0
12888,4,very satisfied with the quality.,1
12889,3,neutral about the quality.,0
12890,2,very disappointed with the quality.,0
12891,3,"delivery was fine, product is decent.",0
12892,4,fast delivery and great packaging.,1
12893,4,fast delivery and great packaging.,1
12894,1,not worth the price.,0
12895,2,very disappointed with the quality.,0
12896,5,very satisfied with the quality.,1
12897,2,very disappointed with the quality.,0
12898,5,very satisfied with the quality.,1
12899,1,product stopped working after few days.,0
12900,5,fast delivery and great packaging.,1
12901,3,works fine but could be better.,0
12902,1,product stopped working after few days.,0
12903,1,very disappointed with the quality.,0
12904,3,"product is okay, nothing special.",0
12905,1,late delivery and poor packaging.,0
12906,5,"amazing experience, highly recommend!",1
12907,1,product stopped working after few days.,0
12908,4,"amazing experience, highly recommend!",1
12909,5,very satisfied with the quality.,1
12910,5,"amazing experience, highly recommend!",1
12911,1,product stopped working after few days.,0
12912,4,fast delivery and great packaging.,1
12913,4,"amazing experience, highly recommend!",1
12914,5,excellent product! exceeded expectations.,1
12915,4,very satisfied with the quality.,1
12916,1,product stopped working after few days.,0
12917,4,great value for money.,1
12918,1,customer service was unhelpful.,0
12919,1,product stopped working after few days.,0
12920,4,fast delivery and great packaging.,1
12921,3,average experience overall.,0
12922,5,excellent product! exceeded expectations.,1
12923,4,"amazing experience, highly recommend!",1
12924,1,not worth the price.,0
12925,2,customer service was unhelpful.,0
12926,5,fast delivery and great packaging.,1
12927,3,works fine but could be better.,0
12928,2,very disappointed with the quality.,0
12929,4,great value for money.,1
12930,4,very satisfied with the quality.,1
12931,5,very satisfied with the quality.,1
12932,3,neutral about the quality.,0
12933,5,excellent product! exceeded expectations.,1
12934,4,fast delivery and great packaging.,1
12935,2,customer service was unhelpful.,0
12936,3,"delivery was fine, product is decent.",0
12937,3,"product is okay, nothing special.",0
12938,2,customer service was unhelpful.,0
12939,3,"product is okay, nothing special.",0
12940,5,very satisfied with the quality.,1
12941,1,customer service was unhelpful.,0
12942,5,"amazing experience, highly recommend!",1
12943,5,fast delivery and great packaging.,1
12944,4,excellent product! exceeded expectations.,1
12945,5,great value for money.,1
12946,5,excellent product! exceeded expectations.,1
12947,5,very satisfied with the quality.,1
12948,1,not worth the price.,0
12949,5,"amazing experience, highly recommend!",1
12950,3,average experience overall.,0
12951,5,great value for money.,1
12952,2,very disappointed with the quality.,0
12953,3,neutral about the quality.,0
12954,4,fast delivery and great packaging.,1
12955,3,average experience overall.,0
12956,2,very disappointed with the quality.,0
12957,1,late delivery and poor packaging.,0
12958,1,product stopped working after few days.,0
12959,5,great value for money.,1
12960,3,average experience overall.,0
12961,2,late delivery and poor packaging.,0
12962,3,"delivery was fine, product is decent.",0
12963,5,fast delivery and great packaging.,1
12964,4,excellent product! exceeded expectations.,1
12965,3,average experience overall.,0
12966,5,very satisfied with the quality.,1
12967,1,late delivery and poor packaging.,0
12968,5,excellent product! exceeded expectations.,1
12969,4,great value for money.,1
12970,4,fast delivery and great packaging.,1
12971,2,product stopped working after few days.,0
12972,2,late delivery and poor packaging.,0
12973,4,very satisfied with the quality.,1
12974,5,very satisfied with the quality.,1
12975,2,very disappointed with the quality.,0
12976,4,very satisfied with the quality.,1
12977,2,product stopped working after few days.,0
12978,5,"amazing experience, highly recommend!",1
12979,3,"delivery was fine, product is decent.",0
12980,3,"delivery was fine, product is decent.",0
12981,5,excellent product! exceeded expectations.,1
12982,1,not worth the price.,0
12983,3,"delivery was fine, product is decent.",0
12984,4,"amazing experience, highly recommend!",1
12985,3,neutral about the quality.,0
12986,1,very disappointed with the quality.,0
12987,2,not worth the price.,0
12988,5,excellent product! exceeded expectations.,1
12989,1,late delivery and poor packaging.,0
12990,4,very satisfied with the quality.,1
12991,1,product stopped working after few days.,0
12992,3,average experience overall.,0
12993,3,works fine but could be better.,0
12994,1,late delivery and poor packaging.,0
12995,4,fast delivery and great packaging.,1
12996,2,not worth the price.,0
12997,3,works fine but could be better.,0
12998,2,very disappointed with the quality.,0
12999,3,neutral about the quality.,0
13000,1,very disappointed with the quality.,0
13001,2,late delivery and poor packaging.,0
13002,1,customer service was unhelpful.,0
13003,4,great value for money.,1
13004,4,excellent product! exceeded expectations.,1
13005,2,product stopped working after few days.,0
13006,1,not worth the price.,0
13007,2,product stopped working after few days.,0
13008,3,"product is okay, nothing special.",0
13009,1,late delivery and poor packaging.,0
13010,3,"delivery was fine, product is decent.",0
13011,3,works fine but could be better.,0
13012,2,product stopped working after few days.,0
13013,3,"product is okay, nothing special.",0
13014,5,"amazing experience, highly recommend!",1
13015,5,fast delivery and great packaging.,1
13016,3,average experience overall.,0
13017,5,great value for money.,1
13018,4,very satisfied with the quality.,1
13019,2,very disappointed with the quality.,0
13020,2,product stopped working after few days.,0
13021,1,customer service was unhelpful.,0
13022,1,late delivery and poor packaging.,0
13023,3,"delivery was fine, product is decent.",0
13024,1,very disappointed with the quality.,0
13025,4,excellent product! exceeded expectations.,1
13026,2,customer service was unhelpful.,0
13027,2,customer service was unhelpful.,0
13028,2,product stopped working after few days.,0
13029,3,"product is okay, nothing special.",0
13030,1,very disappointed with the quality.,0
13031,2,late delivery and poor packaging.,0
13032,2,customer service was unhelpful.,0
13033,5,great value for money.,1
13034,1,very disappointed with the quality.,0
13035,1,late delivery and poor packaging.,0
13036,5,"amazing experience, highly recommend!",1
13037,4,great value for money.,1
13038,2,late delivery and poor packaging.,0
13039,1,not worth the price.,0
13040,4,great value for money.,1
13041,4,"amazing experience, highly recommend!",1
13042,5,great value for money.,1
13043,1,not worth the price.,0
13044,5,fast delivery and great packaging.,1
13045,3,works fine but could be better.,0
13046,3,works fine but could be better.,0
13047,4,great value for money.,1
13048,2,customer service was unhelpful.,0
13049,3,average experience overall.,0
13050,5,very satisfied with the quality.,1
13051,3,"product is okay, nothing special.",0
13052,5,excellent product! exceeded expectations.,1
13053,1,not worth the price.,0
13054,4,excellent product! exceeded expectations.,1
13055,5,great value for money.,1
13056,3,"delivery was fine, product is decent.",0
13057,1,customer service was unhelpful.,0
13058,1,customer service was unhelpful.,0
13059,2,late delivery and poor packaging.,0
13060,4,fast delivery and great packaging.,1
13061,5,very satisfied with the quality.,1
13062,2,very disappointed with the quality.,0
13063,1,late delivery and poor packaging.,0
13064,1,not worth the price.,0
13065,2,customer service was unhelpful.,0
13066,3,"product is okay, nothing special.",0
13067,4,excellent product! exceeded expectations.,1
13068,2,not worth the price.,0
13069,4,great value for money.,1
13070,3,average experience overall.,0
13071,4,excellent product! exceeded expectations.,1
13072,2,late delivery and poor packaging.,0
13073,5,very satisfied with the quality.,1
13074,1,very disappointed with the quality.,0
13075,2,product stopped working after few days.,0
13076,3,average experience overall.,0
13077,5,great value for money.,1
13078,2,product stopped working after few days.,0
13079,2,not worth the price.,0
13080,3,average experience overall.,0
13081,3,"product is okay, nothing special.",0
13082,3,neutral about the quality.,0
13083,3,"delivery was fine, product is decent.",0
13084,3,neutral about the quality.,0
13085,1,customer service was unhelpful.,0
13086,5,excellent product! exceeded expectations.,1
13087,1,product stopped working after few days.,0
13088,4,"amazing experience, highly recommend!",1
13089,1,late delivery and poor packaging.,0
13090,4,"amazing experience, highly recommend!",1
13091,2,late delivery and poor packaging.,0
13092,4,excellent product! exceeded expectations.,1
13093,5,fast delivery and great packaging.,1
13094,5,great value for money.,1
13095,2,late delivery and poor packaging.,0
13096,4,"amazing experience, highly recommend!",1
13097,2,late delivery and poor packaging.,0
13098,1,customer service was unhelpful.,0
13099,5,great value for money.,1
13100,3,works fine but could be better.,0
13101,3,neutral about the quality.,0
13102,3,works fine but could be better.,0
13103,1,product stopped working after few days.,0
13104,5,great value for money.,1
13105,3,average experience overall.,0
13106,3,"delivery was fine, product is decent.",0
13107,5,very satisfied with the quality.,1
13108,2,product stopped working after few days.,0
13109,5,"amazing experience, highly recommend!",1
13110,3,"delivery was fine, product is decent.",0
13111,1,not worth the price.,0
13112,3,neutral about the quality.,0
13113,3,"product is okay, nothing special.",0
13114,3,neutral about the quality.,0
13115,3,neutral about the quality.,0
13116,2,very disappointed with the quality.,0
13117,5,very satisfied with the quality.,1
13118,2,not worth the price.,0
13119,4,"amazing experience, highly recommend!",1
13120,5,very satisfied with the quality.,1
